Time (sec)	¥ÄZ/Z0 (%)	¥ÄZ/Z0 (%) with a smoothing filter
1490.738	17.65053	17.79384
1490.837	17.64707	17.79287
1490.936	17.64469	17.79189
1491.036	17.64266	17.79093
1491.135	17.64071	17.78996
1491.234	17.63833	17.78901
1491.333	17.63553	17.78805
1491.433	17.63316	17.78711
1491.532	17.63256	17.78616
1491.631	17.63438	17.78522
1491.731	17.6386	17.78428
1491.83	17.64548	17.78335
1491.929	17.65407	17.78241
1492.029	17.663	17.78148
1492.128	17.67223	17.78056
1492.227	17.68136	17.77964
1492.326	17.69037	17.77872
1492.426	17.70013	17.7778
1492.525	17.71021	17.77689
1492.624	17.72013	17.77598
1492.724	17.73016	17.77508
1492.823	17.73935	17.77418
1492.922	17.7483	17.77329
1493.022	17.75785	17.7724
1493.121	17.76793	17.77152
1493.22	17.77907	17.77064
1493.32	17.79047	17.76977
1493.419	17.80126	17.7689
1493.518	17.81142	17.76804
1493.617	17.82089	17.76718
1493.717	17.82995	17.76633
1493.816	17.83895	17.76549
1493.915	17.8476	17.76466
1494.015	17.85547	17.76383
1494.114	17.86275	17.763
1494.213	17.86901	17.76218
1494.313	17.87489	17.76136
1494.412	17.8804	17.76055
1494.511	17.88626	17.75974
1494.61	17.89251	17.75893
1494.71	17.89805	17.75812
1494.809	17.9032	17.75732
1494.908	17.90728	17.75652
1495.008	17.91096	17.75572
1495.107	17.91474	17.75492
1495.206	17.91868	17.75413
1495.306	17.92258	17.75334
1495.405	17.92644	17.75255
1495.504	17.93039	17.75177
1495.603	17.935	17.75098
1495.703	17.94028	17.7502
1495.802	17.94567	17.74943
1495.901	17.95132	17.74865
1496.001	17.95688	17.74788
1496.1	17.96279	17.74711
1496.199	17.96873	17.74634
1496.299	17.97366	17.74557
1496.398	17.97767	17.7448
1496.497	17.98126	17.74403
1496.597	17.98504	17.74327
1496.696	17.99005	17.7425
1496.795	17.99663	17.74174
1496.894	18.00312	17.74097
1496.994	18.00923	17.74021
1497.093	18.01425	17.73944
1497.192	18.01701	17.73867
1497.292	18.0185	17.7379
1497.391	18.01887	17.73713
1497.49	18.01873	17.73636
1497.59	18.01903	17.73559
1497.689	18.01956	17.73482
1497.788	18.02057	17.73404
1497.887	18.02158	17.73325
1497.987	18.02257	17.73246
1498.086	18.02339	17.73167
1498.185	18.02464	17.73087
1498.285	18.02717	17.73006
1498.384	18.03023	17.72924
1498.483	18.03386	17.72842
1498.583	18.03721	17.72759
1498.682	18.03991	17.72675
1498.781	18.04238	17.72591
1498.88	18.04471	17.72506
1498.98	18.04667	17.7242
1499.079	18.04789	17.72333
1499.178	18.04925	17.72246
1499.278	18.05029	17.72158
1499.377	18.05191	17.7207
1499.476	18.05388	17.7198
1499.576	18.05521	17.7189
1499.675	18.05581	17.71798
1499.774	18.05543	17.71706
1499.874	18.05413	17.71613
1499.973	18.05216	17.7152
1500.072	18.04996	17.71426
1500.171	18.04673	17.71331
1500.271	18.04254	17.71236
1500.37	18.03732	17.7114
1500.469	18.03119	17.71045
1500.569	18.0251	17.70948
1500.668	18.01925	17.70852
1500.767	18.01379	17.70756
1500.867	18.00942	17.70659
1500.966	18.00507	17.70562
1501.065	18.00096	17.70465
1501.164	17.99738	17.70367
1501.264	17.99427	17.7027
1501.363	17.99181	17.70172
1501.462	17.99083	17.70074
1501.562	17.99154	17.69976
1501.661	17.99376	17.69878
1501.76	17.99837	17.6978
1501.86	18.00439	17.69681
1501.959	18.01069	17.69583
1502.058	18.01688	17.69484
1502.157	18.02272	17.69386
1502.257	18.02884	17.69287
1502.356	18.04787	17.69189
1502.455	18.06768	17.69091
1502.555	18.08835	17.68993
1502.654	18.10893	17.68895
1502.753	18.1284	17.68797
1502.853	18.14658	17.68699
1502.952	18.16245	17.68602
1503.051	18.17677	17.68504
1503.151	18.18946	17.68407
1503.25	18.20169	17.6831
1503.349	18.21355	17.68213
1503.448	18.22451	17.68116
1503.548	18.23435	17.68019
1503.647	18.2426	17.67923
1503.746	18.25078	17.67826
1503.846	18.25841	17.6773
1503.945	18.26585	17.67635
1504.044	18.27326	17.67539
1504.144	18.27997	17.67443
1504.243	18.28659	17.67347
1504.342	18.29328	17.67251
1504.441	18.29936	17.67155
1504.541	18.30436	17.6706
1504.64	18.30845	17.66964
1504.739	18.31143	17.66869
1504.839	18.31353	17.66773
1504.938	18.31508	17.66678
1505.037	18.31567	17.66583
1505.137	18.31517	17.66487
1505.236	18.3135	17.66393
1505.335	18.31124	17.66298
1505.434	18.30945	17.66204
1505.534	18.30875	17.6611
1505.633	18.30969	17.66016
1505.732	18.31121	17.65922
1505.832	18.31218	17.65828
1505.931	18.31189	17.65735
1506.03	18.30999	17.65642
1506.13	18.30666	17.6555
1506.229	18.30317	17.65458
1506.328	18.29982	17.65366
1506.428	18.29679	17.65274
1506.527	18.29427	17.65183
1506.626	18.29003	17.65092
1506.725	18.28359	17.65001
1506.825	18.27422	17.6491
1506.924	18.26209	17.64819
1507.023	18.2484	17.64728
1507.123	18.23523	17.64637
1507.222	18.22389	17.64546
1507.321	18.21389	17.64456
1507.421	18.20527	17.64365
1507.52	18.19604	17.64275
1507.619	18.18526	17.64185
1507.718	18.17377	17.64095
1507.818	18.16244	17.64006
1507.917	18.15162	17.63917
1508.016	18.14266	17.63829
1508.116	18.13449	17.6374
1508.215	18.12595	17.63652
1508.314	18.11636	17.63564
1508.414	18.10427	17.63476
1508.513	18.09059	17.63388
1508.612	18.07603	17.633
1508.711	18.06098	17.63212
1508.811	18.04564	17.63124
1508.91	18.03009	17.63036
1509.009	18.01332	17.62947
1509.109	17.99523	17.62859
1509.208	17.97588	17.6277
1509.307	17.95523	17.62682
1509.407	17.93325	17.62594
1509.506	17.91092	17.62506
1509.605	17.88892	17.62419
1509.705	17.86739	17.62331
1509.804	17.84674	17.62245
1509.903	17.82691	17.62159
1510.002	17.80652	17.62074
1510.102	17.78577	17.61989
1510.201	17.76499	17.61905
1510.3	17.74416	17.61822
1510.4	17.72457	17.61739
1510.499	17.70587	17.61657
1510.598	17.68888	17.61575
1510.698	17.67308	17.61493
1510.797	17.65795	17.61412
1510.896	17.64319	17.61331
1510.995	17.62837	17.6125
1511.095	17.61387	17.6117
1511.194	17.60031	17.6109
1511.293	17.58801	17.6101
1511.393	17.57629	17.60931
1511.492	17.56442	17.60851
1511.591	17.55189	17.60773
1511.691	17.53816	17.60694
1511.79	17.52409	17.60616
1511.889	17.50995	17.60538
1511.988	17.49681	17.60461
1512.088	17.48479	17.60384
1512.187	17.47335	17.60307
1512.286	17.46317	17.60232
1512.386	17.45315	17.60157
1512.485	17.44355	17.60083
1512.584	17.43442	17.6001
1512.684	17.42552	17.59938
1512.783	17.41713	17.59868
1512.882	17.40878	17.59798
1512.982	17.39949	17.5973
1513.081	17.38885	17.59662
1513.18	17.37675	17.59596
1513.279	17.36416	17.59531
1513.379	17.35264	17.59467
1513.478	17.34207	17.59403
1513.577	17.33229	17.5934
1513.677	17.32272	17.59278
1513.776	17.31222	17.59217
1513.875	17.30118	17.59156
1513.975	17.29085	17.59095
1514.074	17.28238	17.59036
1514.173	17.27632	17.58976
1514.272	17.27226	17.58917
1514.372	17.2686	17.58858
1514.471	17.2627	17.588
1514.57	17.25454	17.58742
1514.67	17.24454	17.58685
1514.769	17.23411	17.58627
1514.868	17.22514	17.5857
1514.968	17.2168	17.58513
1515.067	17.20868	17.58456
1515.166	17.19969	17.58398
1515.265	17.18969	17.5834
1515.365	17.17895	17.58281
1515.464	17.16765	17.58222
1515.563	17.15602	17.58163
1515.663	17.14356	17.58104
1515.762	17.13124	17.58044
1515.861	17.119	17.57985
1515.961	17.1071	17.57924
1516.06	17.0955	17.57864
1516.159	17.08468	17.57803
1516.259	17.07656	17.57742
1516.358	17.07079	17.57681
1516.457	17.06748	17.57619
1516.556	17.06583	17.57556
1516.656	17.06354	17.57493
1516.755	17.05994	17.57429
1516.854	17.05553	17.57365
1516.954	17.05035	17.573
1517.053	17.04478	17.57235
1517.152	17.03967	17.5717
1517.252	17.03397	17.57105
1517.351	17.02736	17.5704
1517.45	17.02039	17.56976
1517.549	17.01306	17.56911
1517.649	17.0061	17.56847
1517.748	16.99967	17.56783
1517.847	16.99397	17.5672
1517.947	16.98889	17.56656
1518.046	16.98505	17.56593
1518.145	16.98262	17.5653
1518.245	16.98067	17.56467
1518.344	16.9797	17.56404
1518.443	16.97938	17.5634
1518.542	16.97943	17.56277
1518.642	16.98024	17.56214
1518.741	16.98128	17.56151
1518.84	16.98242	17.56088
1518.94	16.98453	17.56025
1519.039	16.98814	17.55962
1519.138	16.99301	17.559
1519.238	16.99942	17.55837
1519.337	17.00627	17.55774
1519.436	17.01385	17.55712
1519.536	17.02223	17.5565
1519.635	17.03109	17.55588
1519.734	17.04087	17.55527
1519.833	17.05106	17.55466
1519.933	17.06221	17.55405
1520.032	17.07417	17.55344
1520.131	17.08728	17.55285
1520.231	17.10192	17.55225
1520.33	17.117	17.55167
1520.429	17.13287	17.55109
1520.529	17.14906	17.55051
1520.628	17.16498	17.54995
1520.727	17.18158	17.54939
1520.826	17.19862	17.54883
1520.926	17.21699	17.54829
1521.025	17.23658	17.54775
1521.124	17.25711	17.54722
1521.224	17.27833	17.5467
1521.323	17.29953	17.54618
1521.422	17.3207	17.54567
1521.522	17.34175	17.54516
1521.621	17.3633	17.54465
1521.72	17.3849	17.54415
1521.819	17.40667	17.54365
1521.919	17.42837	17.54316
1522.018	17.44968	17.54267
1522.117	17.47051	17.54218
1522.217	17.49073	17.5417
1522.316	17.49782	17.54122
1522.415	17.50399	17.54074
1522.515	17.50956	17.54027
1522.614	17.51428	17.5398
1522.713	17.51881	17.53933
1522.813	17.52187	17.53887
1522.912	17.52369	17.5384
1523.011	17.5242	17.53794
1523.11	17.52398	17.53748
1523.21	17.52333	17.53702
1523.309	17.52291	17.53656
1523.408	17.52414	17.53609
1523.508	17.52718	17.53563
1523.607	17.53219	17.53517
1523.706	17.53779	17.5347
1523.806	17.54313	17.53422
1523.905	17.54785	17.53373
1524.004	17.55186	17.53323
1524.103	17.55575	17.53272
1524.203	17.5597	17.53221
1524.302	17.5631	17.53168
1524.401	17.56683	17.53114
1524.501	17.57042	17.5306
1524.6	17.57351	17.53005
1524.699	17.57777	17.52948
1524.799	17.58234	17.52891
1524.898	17.5878	17.52833
1524.997	17.59489	17.52774
1525.096	17.60292	17.52714
1525.196	17.6119	17.52654
1525.295	17.62095	17.52592
1525.394	17.62805	17.5253
1525.494	17.63296	17.52467
1525.593	17.6355	17.52402
1525.692	17.63589	17.52337
1525.792	17.6359	17.52271
1525.891	17.63582	17.52205
1525.99	17.63507	17.52138
1526.09	17.6337	17.5207
1526.189	17.63027	17.52002
1526.288	17.62414	17.51934
1526.387	17.61562	17.51865
1526.487	17.60516	17.51795
1526.586	17.59444	17.51726
1526.685	17.58427	17.51656
1526.785	17.57588	17.51586
1526.884	17.56907	17.51516
1526.983	17.56321	17.51447
1527.083	17.55678	17.51378
1527.182	17.54844	17.5131
1527.281	17.53919	17.51242
1527.38	17.5293	17.51174
1527.48	17.51963	17.51106
1527.579	17.5114	17.51039
1527.678	17.5041	17.50972
1527.778	17.4978	17.50905
1527.877	17.49326	17.50838
1527.976	17.48891	17.50771
1528.076	17.48552	17.50703
1528.175	17.48285	17.50637
1528.274	17.48047	17.5057
1528.373	17.47932	17.50503
1528.473	17.4784	17.50436
1528.572	17.47712	17.5037
1528.671	17.47519	17.50303
1528.771	17.47255	17.50236
1528.87	17.46891	17.50169
1528.969	17.46506	17.50102
1529.069	17.4609	17.50035
1529.168	17.45637	17.49967
1529.267	17.45134	17.49899
1529.367	17.44627	17.49831
1529.466	17.44064	17.49761
1529.565	17.43407	17.49691
1529.664	17.42675	17.4962
1529.764	17.41827	17.49549
1529.863	17.40938	17.49476
1529.962	17.40136	17.49403
1530.062	17.39461	17.49329
1530.161	17.38945	17.49255
1530.26	17.38606	17.4918
1530.36	17.38422	17.49105
1530.459	17.38339	17.49029
1530.558	17.38279	17.48953
1530.657	17.38218	17.48876
1530.757	17.38114	17.488
1530.856	17.37983	17.48725
1530.955	17.37867	17.48649
1531.055	17.3778	17.48574
1531.154	17.37619	17.48499
1531.253	17.37364	17.48425
1531.353	17.36971	17.48352
1531.452	17.36382	17.4828
1531.551	17.35694	17.48209
1531.65	17.3494	17.48139
1531.75	17.34132	17.4807
1531.849	17.33344	17.48002
1531.948	17.32538	17.47936
1532.048	17.31683	17.47871
1532.147	17.30771	17.47807
1532.246	17.29726	17.47744
1532.346	17.28546	17.47683
1532.445	17.27252	17.47624
1532.544	17.25818	17.47566
1532.644	17.24339	17.47511
1532.743	17.22898	17.47457
1532.842	17.21549	17.47406
1532.941	17.20332	17.47356
1533.041	17.19176	17.47308
1533.14	17.18074	17.47262
1533.239	17.17045	17.47218
1533.339	17.16103	17.47176
1533.438	17.1534	17.47135
1533.537	17.1478	17.47096
1533.637	17.1437	17.47058
1533.736	17.14069	17.47022
1533.835	17.13785	17.46987
1533.934	17.13292	17.46954
1534.034	17.12383	17.46921
1534.133	17.11043	17.46889
1534.232	17.09233	17.46859
1534.332	17.07126	17.46829
1534.431	17.04952	17.46801
1534.53	17.02704	17.46773
1534.63	17.00373	17.46747
1534.729	16.97901	17.4672
1534.828	16.9522	17.46695
1534.927	16.92449	17.4667
1535.027	16.89754	17.46646
1535.126	16.87253	17.46622
1535.225	16.85033	17.466
1535.325	16.8309	17.46577
1535.424	16.81397	17.46556
1535.523	16.79842	17.46534
1535.623	16.7842	17.46513
1535.722	16.77034	17.46492
1535.821	16.75689	17.4647
1535.921	16.74418	17.46448
1536.02	16.73237	17.46425
1536.119	16.72199	17.46403
1536.218	16.71164	17.4638
1536.318	16.701	17.46356
1536.417	16.68909	17.46333
1536.516	16.67613	17.46308
1536.616	16.66301	17.46283
1536.715	16.65033	17.46257
1536.814	16.6386	17.46231
1536.914	16.62738	17.46204
1537.013	16.617	17.46175
1537.112	16.6071	17.46146
1537.211	16.59871	17.46116
1537.311	16.59212	17.46085
1537.41	16.58667	17.46052
1537.509	16.58277	17.46018
1537.609	16.57931	17.45984
1537.708	16.57673	17.45948
1537.807	16.5756	17.45911
1537.907	16.57534	17.45874
1538.006	16.57563	17.45836
1538.105	16.57519	17.45797
1538.204	16.57404	17.45758
1538.304	16.57258	17.45719
1538.403	16.57155	17.45679
1538.502	16.57146	17.45639
1538.602	16.57221	17.45599
1538.701	16.57393	17.45558
1538.8	16.57659	17.45518
1538.9	16.57998	17.45477
1538.999	16.58395	17.45437
1539.098	16.58836	17.45398
1539.198	16.59298	17.45359
1539.297	16.59865	17.4532
1539.396	16.60439	17.45283
1539.495	16.61101	17.45247
1539.595	16.61856	17.45211
1539.694	16.62657	17.45176
1539.793	16.63586	17.45142
1539.893	16.64554	17.45109
1539.992	16.65502	17.45076
1540.091	16.66438	17.45044
1540.191	16.6737	17.45012
1540.29	16.68325	17.4498
1540.389	16.69381	17.44949
1540.488	16.70505	17.44918
1540.588	16.7173	17.44887
1540.687	16.72984	17.44856
1540.786	16.74219	17.44825
1540.886	16.75404	17.44795
1540.985	16.7653	17.44764
1541.084	16.77647	17.44732
1541.184	16.78823	17.447
1541.283	16.80182	17.44668
1541.382	16.81612	17.44635
1541.481	16.8311	17.44602
1541.581	16.84553	17.44569
1541.68	16.85826	17.44535
1541.779	16.8703	17.44502
1541.879	16.88117	17.44467
1541.978	16.89237	17.44432
1542.077	16.90476	17.44397
1542.177	16.91835	17.44361
1542.276	16.93402	17.44325
1542.375	16.95013	17.44288
1542.475	16.9658	17.44251
1542.574	16.98094	17.44213
1542.673	16.99545	17.44174
1542.772	17.01065	17.44135
1542.872	17.02776	17.44095
1542.971	17.04751	17.44054
1543.07	17.06957	17.44013
1543.17	17.09341	17.43971
1543.269	17.1173	17.43927
1543.368	17.13894	17.43882
1543.468	17.15833	17.43836
1543.567	17.17564	17.43789
1543.666	17.19192	17.43742
1543.765	17.20952	17.43694
1543.865	17.22874	17.43646
1543.964	17.24905	17.43598
1544.063	17.26945	17.43549
1544.163	17.28879	17.43501
1544.262	17.30765	17.43452
1544.361	17.32668	17.43404
1544.461	17.348	17.43355
1544.56	17.37304	17.43306
1544.659	17.40114	17.43257
1544.758	17.4316	17.43208
1544.858	17.46226	17.43158
1544.957	17.49132	17.43109
1545.056	17.51795	17.43059
1545.156	17.54268	17.43009
1545.255	17.56655	17.4296
1545.354	17.59009	17.4291
1545.454	17.61332	17.42861
1545.553	17.63563	17.42813
1545.652	17.65676	17.42764
1545.752	17.6768	17.42716
1545.851	17.69561	17.42667
1545.95	17.71411	17.42619
1546.049	17.7327	17.42571
1546.149	17.75217	17.42522
1546.248	17.77303	17.42474
1546.347	17.79509	17.42426
1546.447	17.81743	17.42378
1546.546	17.83964	17.4233
1546.645	17.86106	17.42282
1546.745	17.88045	17.42234
1546.844	17.89814	17.42186
1546.943	17.914	17.42138
1547.042	17.92898	17.42089
1547.142	17.94443	17.42041
1547.241	17.96035	17.41992
1547.34	17.97629	17.41942
1547.44	17.99208	17.41892
1547.539	18.00664	17.41841
1547.638	18.01977	17.41789
1547.738	18.03119	17.41737
1547.837	18.04101	17.41683
1547.936	18.05043	17.41629
1548.035	18.05923	17.41574
1548.135	18.06744	17.41518
1548.234	18.07457	17.41462
1548.333	18.07985	17.41404
1548.433	18.0834	17.41346
1548.532	18.08599	17.41288
1548.631	18.0887	17.4123
1548.731	18.09169	17.41171
1548.83	18.09604	17.41113
1548.929	18.10176	17.41055
1549.029	18.1087	17.40997
1549.128	18.11682	17.40939
1549.227	18.12573	17.40882
1549.326	18.1353	17.40826
1549.426	18.14587	17.4077
1549.525	18.15844	17.40716
1549.624	18.17296	17.40663
1549.724	18.18934	17.40611
1549.823	18.20645	17.40561
1549.922	18.22272	17.40512
1550.022	18.23766	17.40465
1550.121	18.25081	17.40419
1550.22	18.26199	17.40375
1550.319	18.27105	17.40334
1550.419	18.27865	17.40294
1550.518	18.28487	17.40257
1550.617	18.29014	17.40221
1550.717	18.29491	17.40188
1550.816	18.29956	17.40158
1550.915	18.30371	17.40129
1551.015	18.30684	17.40103
1551.114	18.30988	17.4008
1551.213	18.31244	17.40059
1551.312	18.31509	17.4004
1551.412	18.31893	17.40024
1551.511	18.32306	17.4001
1551.61	18.32719	17.39999
1551.71	18.33073	17.3999
1551.809	18.33208	17.39983
1551.908	18.3308	17.39979
1552.008	18.32734	17.39977
1552.107	18.32227	17.39978
1552.206	18.31658	17.3998
1552.306	18.31145	17.39984
1552.405	18.30581	17.39989
1552.504	18.29935	17.39995
1552.603	18.29133	17.40001
1552.703	18.28057	17.40009
1552.802	18.26727	17.40016
1552.901	18.25232	17.40024
1553.001	18.23691	17.40033
1553.1	18.22208	17.40042
1553.199	18.20796	17.40051
1553.299	18.19356	17.40061
1553.398	18.1776	17.4007
1553.497	18.15898	17.4008
1553.596	18.13786	17.4009
1553.696	18.11545	17.401
1553.795	18.09235	17.4011
1553.894	18.0702	17.4012
1553.994	18.05021	17.40129
1554.093	18.03185	17.40138
1554.192	18.01613	17.40147
1554.292	18.00185	17.40155
1554.391	17.9876	17.40163
1554.49	17.97397	17.4017
1554.589	17.96122	17.40177
1554.689	17.94948	17.40183
1554.788	17.93992	17.40189
1554.887	17.93265	17.40195
1554.987	17.92595	17.402
1555.086	17.91945	17.40205
1555.185	17.91139	17.40209
1555.285	17.90014	17.40212
1555.384	17.88644	17.40215
1555.483	17.87127	17.40217
1555.583	17.85582	17.40219
1555.682	17.84204	17.40221
1555.781	17.82981	17.40222
1555.88	17.81875	17.40223
1555.98	17.80876	17.40224
1556.079	17.7979	17.40225
1556.178	17.78652	17.40226
1556.278	17.77479	17.40228
1556.377	17.76321	17.40229
1556.476	17.75252	17.40231
1556.576	17.74346	17.40234
1556.675	17.73576	17.40237
1556.774	17.72895	17.40242
1556.873	17.72408	17.40247
1556.973	17.72086	17.40253
1557.072	17.72073	17.4026
1557.171	17.72349	17.40269
1557.271	17.72897	17.40278
1557.37	17.73684	17.40289
1557.469	17.74583	17.40302
1557.569	17.75601	17.40315
1557.668	17.76571	17.40331
1557.767	17.77387	17.40348
1557.866	17.78082	17.40366
1557.966	17.78747	17.40386
1558.065	17.79563	17.40408
1558.164	17.80613	17.40431
1558.264	17.81903	17.40456
1558.363	17.83366	17.40482
1558.462	17.84966	17.40509
1558.562	17.86657	17.40538
1558.661	17.88375	17.40569
1558.76	17.90033	17.406
1558.86	17.91471	17.40633
1558.959	17.92739	17.40666
1559.058	17.93857	17.40701
1559.157	17.9488	17.40736
1559.257	17.95835	17.40772
1559.356	17.9675	17.40809
1559.455	17.9754	17.40846
1559.555	17.98245	17.40884
1559.654	17.98926	17.40922
1559.753	17.99558	17.40962
1559.853	18.00213	17.41002
1559.952	18.00941	17.41043
1560.051	18.01747	17.41084
1560.15	18.02577	17.41125
1560.25	18.03439	17.41167
1560.349	18.04242	17.41209
1560.448	18.04962	17.4125
1560.548	18.05638	17.41292
1560.647	18.06337	17.41333
1560.746	18.07096	17.41374
1560.846	18.07982	17.41415
1560.945	18.08968	17.41456
1561.044	18.09998	17.41497
1561.143	18.11022	17.41539
1561.243	18.11966	17.4158
1561.342	18.12851	17.41621
1561.441	18.13677	17.41663
1561.541	18.14551	17.41705
1561.64	18.15568	17.41746
1561.739	18.16744	17.41788
1561.839	18.18113	17.4183
1561.938	18.19581	17.41872
1562.037	18.21063	17.41913
1562.137	18.22483	17.41955
1562.236	18.23819	17.41996
1562.335	18.25125	17.42038
1562.434	18.26461	17.42079
1562.534	18.27946	17.42121
1562.633	18.29606	17.42163
1562.732	18.31405	17.42205
1562.832	18.33254	17.42246
1562.931	18.35047	17.42288
1563.03	18.36738	17.4233
1563.13	18.38327	17.42371
1563.229	18.39919	17.42414
1563.328	18.417	17.42457
1563.427	18.43669	17.425
1563.527	18.45846	17.42545
1563.626	18.48152	17.42589
1563.725	18.50367	17.42633
1563.825	18.52453	17.42677
1563.924	18.54421	17.42721
1564.023	18.56363	17.42765
1564.123	18.58441	17.42809
1564.222	18.60693	17.42852
1564.321	18.6305	17.42896
1564.42	18.65266	17.42939
1564.52	18.6716	17.42982
1564.619	18.68592	17.43025
1564.718	18.69599	17.43067
1564.818	18.70425	17.4311
1564.917	18.71228	17.43152
1565.016	18.72094	17.43194
1565.116	18.73004	17.43236
1565.215	18.73815	17.43278
1565.314	18.74552	17.4332
1565.414	18.75197	17.43361
1565.513	18.75764	17.43402
1565.612	18.76376	17.43442
1565.711	18.77009	17.43483
1565.811	18.77798	17.43524
1565.91	18.78768	17.43565
1566.009	18.79848	17.43606
1566.109	18.80942	17.43647
1566.208	18.81992	17.43689
1566.307	18.82947	17.4373
1566.407	18.83867	17.43772
1566.506	18.84783	17.43814
1566.605	18.85775	17.43857
1566.704	18.86954	17.43899
1566.804	18.88322	17.43941
1566.903	18.89896	17.43983
1567.002	18.91545	17.44024
1567.102	18.93115	17.44066
1567.201	18.94554	17.44107
1567.3	18.95815	17.44148
1567.4	18.97016	17.44189
1567.499	18.98285	17.4423
1567.598	18.9963	17.44271
1567.697	19.01066	17.44312
1567.797	19.02439	17.44353
1567.896	19.03604	17.44394
1567.995	19.0455	17.44435
1568.095	19.05283	17.44477
1568.194	19.05918	17.44518
1568.293	19.06615	17.4456
1568.393	19.07445	17.44602
1568.492	19.08394	17.44643
1568.591	19.094	17.44685
1568.691	19.10334	17.44726
1568.79	19.11092	17.44768
1568.889	19.11652	17.4481
1568.988	19.11987	17.44852
1569.088	19.12197	17.44894
1569.187	19.12391	17.44936
1569.286	19.12559	17.44979
1569.386	19.12762	17.45022
1569.485	19.12956	17.45064
1569.584	19.13056	17.45108
1569.684	19.13086	17.45151
1569.783	19.13013	17.45195
1569.882	19.1287	17.45239
1569.981	19.12662	17.45283
1570.081	19.12431	17.45327
1570.18	19.12219	17.45372
1570.279	19.11992	17.45416
1570.379	19.11736	17.45459
1570.478	19.11446	17.45503
1570.577	19.11091	17.45546
1570.677	19.10736	17.45589
1570.776	19.10367	17.45632
1570.875	19.10017	17.45673
1570.974	19.098	17.45714
1571.074	19.09625	17.45754
1571.173	19.09539	17.45793
1571.272	19.09459	17.45831
1571.372	19.09245	17.45868
1571.471	19.08901	17.45904
1571.57	19.08397	17.4594
1571.67	19.07768	17.45974
1571.769	19.07117	17.46007
1571.868	19.06498	17.46039
1571.968	19.05901	17.4607
1572.067	19.05323	17.461
1572.166	19.04647	17.4613
1572.265	19.03799	17.46159
1572.365	19.02822	17.46187
1572.464	19.018	17.46215
1572.563	19.0076	17.46243
1572.663	18.99819	17.46269
1572.762	18.98984	17.46296
1572.861	18.98155	17.46322
1572.961	18.97363	17.46347
1573.06	18.96433	17.46372
1573.159	18.95311	17.46395
1573.258	18.93977	17.46419
1573.358	18.9248	17.46441
1573.457	18.91013	17.46463
1573.556	18.89652	17.46484
1573.656	18.884	17.46504
1573.755	18.87167	17.46524
1573.854	18.85748	17.46542
1573.954	18.84034	17.4656
1574.053	18.82089	17.46577
1574.152	18.79939	17.46593
1574.251	18.77777	17.46607
1574.351	18.75803	17.46621
1574.45	18.7403	17.46634
1574.549	18.72478	17.46646
1574.649	18.71097	17.46656
1574.748	18.69725	17.46665
1574.847	18.68289	17.46673
1574.947	18.66827	17.4668
1575.046	18.65389	17.46687
1575.145	18.64118	17.46692
1575.245	18.63203	17.46698
1575.344	18.62576	17.46702
1575.443	18.62187	17.46706
1575.542	18.61891	17.4671
1575.642	18.61498	17.46713
1575.741	18.61058	17.46716
1575.84	18.60557	17.46718
1575.94	18.60026	17.4672
1576.039	18.59605	17.46722
1576.138	18.59244	17.46724
1576.238	18.58915	17.46725
1576.337	18.58616	17.46726
1576.436	18.58214	17.46727
1576.535	18.5769	17.46727
1576.635	18.57144	17.46728
1576.734	18.56634	17.46728
1576.833	18.56169	17.46729
1576.933	18.55735	17.46729
1577.032	18.55172	17.46729
1577.131	18.54413	17.46729
1577.231	18.53395	17.4673
1577.33	18.5215	17.4673
1577.429	18.50659	17.4673
1577.528	18.49025	17.4673
1577.628	18.4741	17.4673
1577.727	18.4588	17.4673
1577.826	18.44506	17.46731
1577.926	18.43165	17.46731
1578.025	18.417	17.46731
1578.124	18.40036	17.46731
1578.224	18.38146	17.46731
1578.323	18.35987	17.46731
1578.422	18.33624	17.46731
1578.522	18.31144	17.46731
1578.621	18.28558	17.4673
1578.72	18.25985	17.46729
1578.819	18.23557	17.46728
1578.919	18.21167	17.46727
1579.018	18.18823	17.46724
1579.117	18.16485	17.46722
1579.217	18.14072	17.46718
1579.316	18.11653	17.46714
1579.415	18.09302	17.46709
1579.515	18.07032	17.46703
1579.614	18.04858	17.46696
1579.713	18.02759	17.46689
1579.812	18.0072	17.4668
1579.912	17.98734	17.46669
1580.011	17.96715	17.46658
1580.11	17.94709	17.46646
1580.21	17.92714	17.46632
1580.309	17.90729	17.46618
1580.408	17.88897	17.46603
1580.508	17.87172	17.46588
1580.607	17.85526	17.46572
1580.706	17.83957	17.46556
1580.805	17.82322	17.46539
1580.905	17.8072	17.46522
1581.004	17.79172	17.46504
1581.103	17.77716	17.46486
1581.203	17.76406	17.46468
1581.302	17.75229	17.4645
1581.401	17.74137	17.46431
1581.501	17.7306	17.46413
1581.6	17.71928	17.46394
1581.699	17.70614	17.46375
1581.799	17.69198	17.46356
1581.898	17.67657	17.46338
1581.997	17.66126	17.46319
1582.096	17.64748	17.46301
1582.196	17.63442	17.46282
1582.295	17.62262	17.46264
1582.394	17.61103	17.46247
1582.494	17.59835	17.46229
1582.593	17.58448	17.46212
1582.692	17.56989	17.46194
1582.792	17.55519	17.46177
1582.891	17.54162	17.46161
1582.99	17.5301	17.46144
1583.089	17.5198	17.46128
1583.189	17.51002	17.46112
